,ISBN,Book_Title,Book_Author,Year_Of_Publication,Book_Publisher,Image_Small,Image_Medium,Image_Large,Important_Features
87,080213825X,Four Blondes,Candace Bushnell,2001,Grove Press,http://images.amazon.com/images/P/080213825X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg,Candace Bushnell Grove Press
88,0515127833,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg,Nora Roberts Jove Books
89,0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg,John Grisham Doubleday Books
90,0385424728,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg,John Grisham Doubleday Books
91,0385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg,John Grisham Doubleday Books
92,0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg,John Sandford Berkley Publishing Group
93,0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg,TAMI HOAG Bantam
94,055356451X,Night Sins,TAMI HOAG,1995,Bantam,http://images.amazon.com/images/P/055356451X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg,TAMI HOAG Bantam
95,0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg,ANNE RICE Ballantine Books
96,0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg,Anne Rice Ballantine Books
97,0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg,Fannie Flagg Warner Books
98,068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg,Frank McCourt Scribner
99,0553578693,The Next Accident,LISA GARDNER,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg,LISA GARDNER Bantam
100,0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg,Eric Schlosser Perennial
101,0440122090,Echoes,Maeve Binchy,1989,Dell,http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg,Maeve Binchy Dell
102,0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg,Janet Evanovich HarperTorch
103,0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg,James Patterson Warner Books
104,0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg,Sarah Ban Breathnach Warner Books
105,0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),http://images.amazon.com/images/P/0399144463.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144463.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg,Spencer Johnson Putnam Pub Group (Paper)
106,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg,Billie Letts Warner Books
107,0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg,Melissa Bank Penguin Books
108,0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg,Gwyn Hyman Rubio Penguin Books
109,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg,Dan Brown Doubleday
110,0446525502,The Rescue,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg,Nicholas Sparks Warner Books
111,0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg,Helen Fielding Viking Books
112,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.LZZZZZZZ.jpg,"Anita Shreve Little, Brown"
113,0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg,JOHN GRISHAM Doubleday
114,0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg,Mary Higgins Clark Simon &amp; Schuster
115,0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446531332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg,Nicholas Sparks Warner Books
116,0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg,Laura Esquivel Doubleday Books
117,0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg,J.R.R. TOLKIEN Del Rey
118,0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg,"James Patterson Little, Brown"
119,0316693200,2nd Chance,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg,"James Patterson Little, Brown"
120,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg,Lemony Snicket HarperCollins
121,0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg,David Sedaris Back Bay Books
122,0451181379,The Door to December,Dean R. Koontz,1994,Signet Book,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg,Dean R. Koontz Signet Book
123,038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,http://images.amazon.com/images/P/038529929X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038529929X.01.LZZZZZZZ.jpg,Thomas Harris Del Sol Press
124,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229571.01.LZZZZZZZ.jpg,Nick Hornby Riverhead Books
125,0743211383,Dreamcatcher,Stephen King,2001,Scribner,http://images.amazon.com/images/P/0743211383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg,Stephen King Scribner
126,0451205421,The Door to December,Dean R. Koontz,2002,Signet Book,http://images.amazon.com/images/P/0451205421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205421.01.LZZZZZZZ.jpg,Dean R. Koontz Signet Book
127,0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,http://images.amazon.com/images/P/0440218535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440218535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440218535.01.LZZZZZZZ.jpg,Peter Hoeg Island
128,0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,http://images.amazon.com/images/P/0345391802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg,Douglas Adams Ballantine Books
129,0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg,LOIS LOWRY Laure Leaf
130,0385493800,The Testament,John Grisham,1999,Doubleday Books,http://images.amazon.com/images/P/0385493800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385493800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385493800.01.LZZZZZZZ.jpg,John Grisham Doubleday Books
131,0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg,JOHN GRISHAM Dell
132,038533334X,Charming Billy,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg,Alice McDermott Delta
133,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg,TAMI HOAG Bantam
134,0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador,http://images.amazon.com/images/P/0312422156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312422156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312422156.01.LZZZZZZZ.jpg,Jeffrey Eugenides Picador
135,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg,JOHN GRISHAM Dell
136,0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425124347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg,Dean R. Koontz Berkley Publishing Group
137,0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,http://images.amazon.com/images/P/0312282990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg,Michael Chabon Picador
138,0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,http://images.amazon.com/images/P/0394820371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg,Norton Juster Yearling Books
139,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg,Michael Blake Fawcett Books
140,0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey,http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg,WILLIAM GOLDMAN Del Rey
141,034538184X,Degree of Guilt,Richard North Patterson,1995,Ballantine Books,http://images.amazon.com/images/P/034538184X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538184X.01.LZZZZZZZ.jpg,Richard North Patterson Ballantine Books
142,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,Annie Proulx Scribner
143,055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg,L.M. MONTGOMERY Bantam Classics
144,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg,Ann-Marie MacDonald Touchstone
145,0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg,Sue Miller Ballantine Books
146,0553273914,The House of the Spirits,Isabel Allende,1986,Bantam Books,http://images.amazon.com/images/P/0553273914.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg,Isabel Allende Bantam Books
147,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co,http://images.amazon.com/images/P/039592720X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg,Jhumpa Lahiri Houghton Mifflin Co
148,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg,Rebecca Wells Perennial
149,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg,Wally Lamb Washington Square Press
150,0440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg,DIANA GABALDON Dell
151,0316777730,Naked,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316777730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg,David Sedaris Back Bay Books
152,0446601241,Kiss the Girls,James Patterson,1995,Warner Books,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg,James Patterson Warner Books
153,0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg,ANNE RICE Ballantine Books
154,0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg,James Patterson Warner Books
155,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage,http://images.amazon.com/images/P/0679734775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg,SANDRA CISNEROS Vintage
156,0671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV,http://images.amazon.com/images/P/0671027344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg,Stephen Chbosky MTV
